"experiment","subject","response","ground_truth","trial","sequence","streak","repetition"
"Exp1a",20,"probability",50,8,"[1,1,0,1,1,0,0,0]",3,63
"Exp1a",20,"probability",50,9,"[1,0,1,0,0,1,0,0]",2,83
"Exp1a",20,"probability",50,10,"[0,0,1,1,0,1,1,0]",1,53
"Exp1a",20,"probability",50,11,"[1,0,0,1,0,1,1,0]",1,50
"Exp1a",20,"probability",50,12,"[1,0,1,0,1,0,0,0]",3,46
"Exp1a",20,"probability",50,13,"[0,1,1,1,0,1,1,1]",3,60
"Exp1a",20,"probability",50,14,"[0,1,1,0,0,0,0,1]",1,46
"Exp1a",20,"probability",50,15,"[0,0,0,1,0,0,1,0]",1,74
"Exp1a",20,"probability",50,16,"[1,0,1,0,1,1,0,1]",1,41
"Exp1a",20,"probability",50,17,"[1,0,0,1,1,0,0,1]",1,18
"Exp1a",20,"probability",50,18,"[0,0,0,0,0,1,1,0]",1,81
"Exp1a",21,"probability",50,1,"[0,0,0,0,1,1,1,1]",4,50
"Exp1a",21,"probability",50,2,"[0,0,0,1,1,1,0,1]",1,51
"Exp1a",21,"probability",50,3,"[1,1,1,0,0,0,1,0]",1,50
"Exp1a",21,"probability",50,4,"[1,0,0,0,1,1,0,1]",1,51
"Exp1a",21,"probability",50,5,"[0,0,1,1,1,0,1,0]",1,49
"Exp1a",21,"probability",50,6,"[1,0,1,0,1,1,0,0]",2,49
"Exp1a",21,"probability",50,7,"[0,0,1,1,1,0,1,1]",2,52
"Exp1a",21,"probability",50,8,"[1,0,0,0,1,0,1,1]",2,51
"Exp1a",21,"probability",50,9,"[0,1,0,1,0,0,0,1]",1,52
"Exp1a",21,"probability",50,10,"[1,1,0,1,0,0,0,1]",1,51
"Exp1a",21,"probability",50,11,"[0,0,1,1,1,0,1,1]",2,51
"Exp1a",21,"probability",50,12,"[1,0,1,1,1,1,0,0]",2,50
"Exp1a",21,"probability",50,13,"[0,0,0,0,1,0,1,0]",1,49
"Exp1a",21,"probability",50,14,"[1,0,1,0,0,0,0,0]",5,50
"Exp1a",21,"probability",50,15,"[0,0,0,1,0,0,1,0]",1,50
"Exp1a",21,"probability",50,16,"[0,0,0,1,1,1,1,0]",1,50
"Exp1a",21,"probability",50,17,"[0,1,0,1,0,0,1,0]",1,49
"Exp1a",21,"probability",50,18,"[0,0,0,1,0,0,0,0]",4,49
"Exp1a",22,"probability",50,1,"[1,0,1,1,0,1,0,0]",2,49
"Exp1a",22,"probability",50,2,"[0,1,1,1,1,1,1,0]",1,58
"Exp1a",22,"probability",50,3,"[1,1,1,1,1,1,0,1]",1,36
"Exp1a",22,"probability",50,4,"[1,0,1,1,0,0,1,1]",2,50
"Exp1a",22,"probability",50,5,"[0,1,1,0,0,1,0,0]",2,50
"Exp1a",22,"probability",50,6,"[1,0,0,1,1,1,1,0]",1,49
"Exp1a",22,"probability",50,7,"[0,0,1,1,1,0,0,1]",1,51
"Exp1a",22,"probability",50,8,"[1,0,0,0,1,0,1,0]",1,47
"Exp1a",22,"probability",50,9,"[1,0,0,1,1,0,0,0]",3,49
"Exp1a",22,"probability",50,10,"[1,1,1,1,0,0,1,0]",1,49
"Exp1a",22,"probability",50,11,"[0,1,0,0,1,0,1,0]",1,47
"Exp1a",22,"probability",50,12,"[1,1,0,1,1,1,0,1]",1,53
"Exp1a",22,"probability",50,13,"[1,1,0,1,1,0,1,1]",2,52
"Exp1a",22,"probability",50,14,"[0,0,1,1,0,1,1,0]",1,48
"Exp1a",22,"probability",50,15,"[0,1,0,1,1,1,0,0]",2,49
"Exp1a",22,"probability",50,16,"[0,1,1,0,0,0,1,0]",1,50
"Exp1a",22,"probability",50,17,"[0,1,1,0,1,0,1,1]",2,50
"Exp1a",22,"probability",50,18,"[1,1,1,0,1,0,0,1]",1,50
"Exp1a",23,"probability",50,1,"[0,1,1,1,0,0,1,0]",1,48
"Exp1a",23,"probability",50,2,"[1,1,1,0,1,1,1,1]",4,16
"Exp1a",23,"probability",50,3,"[0,1,1,0,1,0,0,1]",1,60
"Exp1a",23,"probability",50,4,"[0,1,1,1,1,1,0,1]",1,27
"Exp1a",23,"probability",50,5,"[1,1,0,0,1,1,0,1]",1,36
"Exp1a",23,"probability",50,6,"[0,0,1,0,1,0,0,1]",1,72
"Exp1a",23,"probability",50,7,"[1,0,1,0,0,1,1,1]",3,44
"Exp1a",23,"probability",50,8,"[1,1,0,0,0,1,1,0]",1,51
"Exp1a",23,"probability",50,9,"[1,1,1,1,0,0,0,1]",1,30
"Exp1a",23,"probability",50,10,"[1,1,0,1,1,0,1,0]",1,63
"Exp1a",23,"probability",50,11,"[0,1,0,0,0,1,0,1]",1,70
"Exp1a",23,"probability",50,12,"[1,0,1,0,0,0,1,1]",2,64
"Exp1a",23,"probability",50,13,"[1,1,1,0,0,1,1,1]",3,23
"Exp1a",23,"probability",50,14,"[1,0,0,1,0,0,0,1]",1,70
"Exp1a",23,"probability",50,15,"[1,1,1,1,0,0,1,0]",1,77
"Exp1a",23,"probability",50,16,"[1,0,1,0,0,1,0,0]",2,50
"Exp1a",23,"probability",50,17,"[0,0,0,0,0,0,0,0]",8,1
"Exp1a",23,"probability",50,18,"[0,0,1,0,0,1,1,1]",3,49
"Exp1a",24,"probability",50,1,"[1,0,0,0,0,1,1,1]",3,30
"Exp1a",24,"probability",50,2,"[0,1,1,0,1,1,0,1]",1,27
"Exp1a",24,"probability",50,3,"[1,1,0,1,1,0,1,1]",2,34
"Exp1a",24,"probability",50,4,"[1,0,0,1,0,1,1,0]",1,56
"Exp1a",24,"probability",50,5,"[1,0,1,1,0,1,0,1]",1,59
"Exp1a",24,"probability",50,6,"[1,0,0,1,0,0,1,0]",1,64
"Exp1a",24,"probability",50,7,"[0,1,1,0,1,1,0,1]",1,45
"Exp1a",24,"probability",50,8,"[1,0,1,0,1,0,0,1]",1,39
"Exp1a",24,"probability",50,9,"[0,0,1,1,1,0,1,0]",1,42
"Exp1a",24,"probability",50,10,"[1,0,0,1,0,1,0,1]",1,55
"Exp1a",24,"probability",50,11,"[1,1,0,0,0,1,1,1]",3,51
"Exp1a",24,"probability",50,12,"[1,1,0,0,1,0,1,0]",1,12
"Exp1a",24,"probability",50,13,"[1,0,1,0,0,0,0,0]",5,53
"Exp1a",24,"probability",50,14,"[1,1,1,1,0,0,0,0]",4,52
"Exp1a",24,"probability",50,15,"[0,0,0,1,1,0,0,1]",1,43
"Exp1a",24,"probability",50,16,"[0,1,0,0,0,1,1,0]",1,46
"Exp1a",24,"probability",50,17,"[1,1,0,1,0,1,0,1]",1,50
"Exp1a",24,"probability",50,18,"[1,0,1,1,0,0,0,0]",4,41
"Exp1a",25,"probability",50,1,"[0,0,0,1,0,0,1,1]",2,49
"Exp1a",25,"probability",50,2,"[1,1,1,1,1,1,0,0]",2,51
"Exp1a",25,"probability",50,3,"[0,0,1,0,0,0,0,1]",1,50
"Exp1a",25,"probability",50,4,"[1,1,1,0,1,0,0,1]",1,50
"Exp1a",25,"probability",50,5,"[1,0,1,1,0,1,1,1]",3,49
"Exp1a",25,"probability",50,6,"[0,0,0,1,1,1,1,1]",5,50
"Exp1a",25,"probability",50,7,"[1,1,1,1,0,0,0,0]",4,50
"Exp1a",25,"probability",50,8,"[0,0,0,0,1,1,1,0]",1,50
"Exp1a",25,"probability",50,9,"[1,0,0,0,1,1,0,0]",2,51
"Exp1a",25,"probability",50,10,"[0,0,0,0,1,0,0,1]",1,50
"Exp1a",25,"probability",50,11,"[0,1,0,0,1,1,1,1]",4,50
"Exp1a",25,"probability",50,12,"[1,1,1,1,0,0,1,0]",1,50
"Exp1a",25,"probability",50,13,"[0,0,0,1,1,0,1,1]",2,49
"Exp1a",25,"probability",50,14,"[0,0,1,0,0,1,1,1]",3,51
"Exp1a",25,"probability",50,15,"[0,0,1,0,0,1,0,0]",2,49
"Exp1a",25,"probability",50,16,"[0,0,1,0,1,0,1,1]",2,51
"Exp1a",25,"probability",50,17,"[1,0,0,1,0,1,1,1]",3,50
"Exp1a",25,"probability",50,18,"[0,0,0,0,1,1,1,0]",1,49
"Exp1a",26,"probability",50,1,"[0,0,0,1,1,1,0,0]",2,83
"Exp1a",26,"probability",50,2,"[1,1,1,1,1,1,1,1]",8,100
"Exp1a",26,"probability",50,3,"[1,1,1,1,0,0,0,0]",4,50
"Exp1a",26,"probability",50,4,"[1,1,1,0,0,1,0,1]",1,60
"Exp1a",26,"probability",50,5,"[0,1,1,1,0,1,0,1]",1,67
"Exp1a",26,"probability",50,6,"[1,0,1,1,1,1,1,1]",6,92
"Exp1a",26,"probability",50,7,"[0,1,0,1,1,1,0,1]",1,60
"Exp1a",26,"probability",50,8,"[0,0,1,0,0,1,1,0]",1,63
"Exp1a",26,"probability",50,9,"[0,1,1,1,1,1,0,1]",1,70
"Exp1a",26,"probability",50,10,"[0,1,0,0,1,0,1,1]",2,50
"Exp1a",26,"probability",50,11,"[0,1,1,1,1,1,0,0]",2,57
"Exp1a",26,"probability",50,12,"[0,0,1,0,0,0,0,1]",1,20
"Exp1a",26,"probability",50,13,"[0,1,1,1,1,0,1,0]",1,26
"Exp1a",26,"probability",50,14,"[0,1,0,0,0,1,0,0]",2,75
"Exp1a",26,"probability",50,15,"[1,1,1,1,0,0,1,0]",1,65
"Exp1a",26,"probability",50,16,"[1,1,0,0,1,0,1,1]",2,49
"Exp1a",26,"probability",50,17,"[1,0,1,0,0,1,1,0]",1,63
"Exp1a",26,"probability",50,18,"[0,1,1,1,1,1,1,0]",1,9
"Exp1a",27,"probability",50,1,"[0,1,0,1,1,1,1,0]",1,51
"Exp1a",27,"probability",50,2,"[0,0,0,0,1,0,0,1]",1,50
"Exp1a",27,"probability",50,3,"[1,0,0,0,0,1,0,0]",2,51
"Exp1a",27,"probability",50,4,"[1,0,0,1,1,0,0,0]",3,51
"Exp1a",27,"probability",50,5,"[0,0,0,0,1,0,1,0]",1,51
"Exp1a",27,"probability",50,6,"[0,1,0,1,0,0,0,1]",1,49
"Exp1a",27,"probability",50,7,"[1,0,1,0,0,0,1,1]",2,49
"Exp1a",27,"probability",50,8,"[1,0,1,0,1,0,0,0]",3,50
"Exp1a",27,"probability",50,9,"[1,0,1,1,1,0,0,1]",1,49
"Exp1a",27,"probability",50,10,"[1,0,0,0,1,0,0,0]",3,50
"Exp1a",27,"probability",50,11,"[1,0,1,0,1,1,0,1]",1,49
"Exp1a",27,"probability",50,12,"[0,0,0,0,0,1,1,0]",1,51
"Exp1a",27,"probability",50,13,"[0,1,0,0,0,0,0,1]",1,48
"Exp1a",27,"probability",50,14,"[1,1,0,0,0,1,1,0]",1,50
"Exp1a",27,"probability",50,15,"[1,0,0,0,1,0,1,0]",1,51
"Exp1a",27,"probability",50,16,"[1,1,1,1,1,1,0,1]",1,49
"Exp1a",27,"probability",50,17,"[0,0,1,0,1,1,0,1]",1,50
"Exp1a",27,"probability",50,18,"[1,0,1,1,0,1,1,0]",1,51
"Exp1a",28,"probability",50,1,"[1,1,1,0,0,0,0,1]",1,48
"Exp1a",28,"probability",50,2,"[0,0,0,1,1,1,0,1]",1,49
"Exp1a",28,"probability",50,3,"[0,0,0,1,1,0,1,0]",1,40
"Exp1a",28,"probability",50,4,"[0,0,0,0,1,0,0,0]",3,29
"Exp1a",28,"probability",50,5,"[1,1,1,0,0,1,1,1]",3,31
"Exp1a",28,"probability",50,6,"[1,0,0,0,1,1,1,1]",4,39
"Exp1a",28,"probability",50,7,"[1,1,0,0,0,1,0,1]",1,48
"Exp1a",28,"probability",50,8,"[1,1,0,0,0,1,1,1]",3,44
"Exp1a",28,"probability",50,9,"[1,0,1,0,1,1,1,0]",1,56
"Exp1a",28,"probability",50,10,"[0,1,1,0,1,0,0,0]",3,43
"Exp1a",28,"probability",50,11,"[1,1,1,0,1,1,0,0]",2,58
"Exp1a",28,"probability",50,12,"[1,0,0,0,1,0,0,1]",1,58
"Exp1a",28,"probability",50,13,"[1,1,0,1,1,0,0,1]",1,43
"Exp1a",28,"probability",50,14,"[1,0,0,0,1,0,0,1]",1,58
"Exp1a",28,"probability",50,15,"[1,0,0,1,0,1,0,1]",1,49
"Exp1a",28,"probability",50,16,"[0,1,1,0,1,0,1,0]",1,50
"Exp1a",28,"probability",50,17,"[0,0,0,0,1,0,1,1]",2,58
"Exp1a",28,"probability",50,18,"[1,0,1,0,1,1,0,1]",1,43
"Exp1a",29,"probability",50,1,"[0,0,1,0,1,1,0,1]",1,50
"Exp1a",29,"probability",50,2,"[0,0,1,0,0,0,1,0]",1,51
"Exp1a",29,"probability",50,3,"[0,1,1,1,1,1,1,0]",1,51
"Exp1a",29,"probability",50,4,"[1,1,0,1,0,1,1,0]",1,50
"Exp1a",29,"probability",50,5,"[0,1,1,1,1,0,0,0]",3,51
"Exp1a",29,"probability",50,6,"[0,1,0,1,0,1,0,0]",2,51
"Exp1a",29,"probability",50,7,"[0,0,1,1,1,1,1,1]",6,49
"Exp1a",29,"probability",50,8,"[0,0,0,0,0,0,0,1]",1,49
"Exp1a",29,"probability",50,9,"[1,1,1,0,0,1,0,1]",1,49
"Exp1a",29,"probability",50,10,"[0,0,0,0,1,0,1,1]",2,48
"Exp1a",29,"probability",50,11,"[1,0,1,0,1,1,1,0]",1,51
"Exp1a",29,"probability",50,12,"[1,1,1,1,0,1,1,0]",1,51
"Exp1a",29,"probability",50,13,"[0,1,0,1,0,0,0,1]",1,49
"Exp1a",29,"probability",50,14,"[1,1,1,0,0,0,0,1]",1,49
"Exp1a",29,"probability",50,15,"[1,1,1,1,0,0,0,0]",4,51
"Exp1a",29,"probability",50,16,"[0,0,0,1,1,0,1,1]",2,49
"Exp1a",29,"probability",50,17,"[0,1,1,1,1,1,0,1]",1,49
"Exp1a",29,"probability",50,18,"[0,0,1,0,1,1,0,0]",2,52
"Exp1a",30,"probability",50,1,"[1,1,0,1,1,1,1,0]",1,51
"Exp1a",30,"probability",50,2,"[1,1,1,1,0,0,0,0]",4,51
"Exp1a",30,"probability",50,3,"[1,0,1,1,1,0,1,1]",2,49
"Exp1a",30,"probability",50,4,"[1,1,1,0,1,0,0,0]",3,51
"Exp1a",30,"probability",50,5,"[1,0,0,1,1,0,0,1]",1,49
"Exp1a",30,"probability",50,6,"[0,1,0,1,1,1,1,1]",5,49
"Exp1a",30,"probability",50,7,"[1,0,0,1,0,1,0,1]",1,49
"Exp1a",30,"probability",50,8,"[1,0,0,0,0,1,0,0]",2,51
"Exp1a",30,"probability",50,9,"[0,1,0,0,0,1,1,1]",3,49
"Exp1a",30,"probability",50,10,"[0,1,0,0,0,1,0,1]",1,49
"Exp1a",30,"probability",50,11,"[1,1,1,1,1,0,0,1]",1,49
"Exp1a",30,"probability",50,12,"[1,0,1,1,0,0,0,1]",1,49
"Exp1a",30,"probability",50,13,"[0,1,1,0,0,1,1,1]",3,49
"Exp1a",30,"probability",50,14,"[1,1,0,0,1,1,0,0]",2,51
"Exp1a",30,"probability",50,15,"[0,1,0,1,1,1,1,0]",1,51
"Exp1a",30,"probability",50,16,"[1,1,0,1,0,0,1,0]",1,51
"Exp1a",30,"probability",50,17,"[1,0,1,1,1,0,0,1]",1,49
"Exp1a",30,"probability",50,18,"[0,0,0,0,0,0,0,0]",8,51
"Exp1a",31,"probability",50,1,"[0,1,1,0,0,1,1,0]",1,21
"Exp1a",31,"probability",50,2,"[1,1,0,1,0,1,0,0]",2,14
"Exp1a",31,"probability",50,3,"[0,1,1,1,0,1,0,1]",1,13
"Exp1a",31,"probability",50,4,"[1,1,0,1,0,0,1,1]",2,52
"Exp1a",31,"probability",50,5,"[1,0,1,1,0,0,0,0]",4,51
"Exp1a",31,"probability",50,6,"[0,0,0,0,1,1,1,0]",1,35
"Exp1a",31,"probability",50,7,"[1,1,1,1,0,0,0,0]",4,34
"Exp1a",31,"probability",50,8,"[0,1,1,0,0,1,1,1]",3,40
"Exp1a",31,"probability",50,9,"[0,1,0,1,1,1,1,1]",5,48
"Exp1a",31,"probability",50,10,"[0,1,1,1,1,1,1,1]",7,47
"Exp1a",31,"probability",50,11,"[0,0,1,0,1,1,0,0]",2,39
"Exp1a",31,"probability",50,12,"[1,1,0,1,0,1,0,1]",1,43
"Exp1a",31,"probability",50,13,"[1,0,1,0,1,1,1,0]",1,43
"Exp1a",31,"probability",50,14,"[1,0,0,1,1,0,0,1]",1,45
"Exp1a",31,"probability",50,15,"[1,0,1,1,0,0,0,0]",4,40
"Exp1a",31,"probability",50,16,"[0,1,1,1,1,0,0,1]",1,47
"Exp1a",31,"probability",50,17,"[0,1,0,0,1,0,0,1]",1,43
"Exp1a",31,"probability",50,18,"[1,0,0,1,1,1,1,0]",1,58
"Exp1a",32,"probability",50,1,"[1,1,0,0,0,0,0,1]",1,83
"Exp1a",32,"probability",50,2,"[1,0,1,0,0,0,1,0]",1,16
"Exp1a",32,"probability",50,3,"[1,0,1,0,0,1,1,0]",1,49
"Exp1a",32,"probability",50,4,"[1,1,1,1,0,1,0,0]",2,40
"Exp1a",32,"probability",50,5,"[1,1,0,1,1,0,1,0]",1,52
"Exp1a",32,"probability",50,6,"[1,1,1,0,1,0,1,1]",2,32
"Exp1a",32,"probability",50,7,"[1,1,0,1,1,1,1,1]",5,22
"Exp1a",32,"probability",50,8,"[0,0,0,0,1,1,0,1]",1,68
"Exp1a",32,"probability",50,9,"[1,1,1,1,1,1,1,0]",1,89
"Exp1a",32,"probability",50,10,"[1,0,1,1,0,0,0,1]",1,71
"Exp1a",32,"probability",50,11,"[1,0,0,1,1,0,1,1]",2,48
"Exp1a",32,"probability",50,12,"[0,1,0,0,0,0,1,1]",2,66
"Exp1a",32,"probability",50,13,"[1,1,0,0,1,1,1,1]",4,34
"Exp1a",32,"probability",50,14,"[1,0,1,0,0,1,0,1]",1,54
"Exp1a",32,"probability",50,15,"[1,1,0,1,1,1,0,0]",2,47
"Exp1a",32,"probability",50,16,"[0,0,0,0,1,1,0,0]",2,27
"Exp1a",32,"probability",50,17,"[1,1,1,1,1,1,1,1]",8,34
"Exp1a",32,"probability",50,18,"[1,1,0,0,0,0,0,1]",1,74
"Exp1a",33,"probability",50,1,"[0,0,0,0,1,1,0,0]",2,50
"Exp1a",33,"probability",50,2,"[0,0,1,1,0,0,0,0]",4,60
"Exp1a",33,"probability",50,3,"[0,0,0,1,1,1,0,0]",2,23
"Exp1a",33,"probability",50,4,"[1,0,1,1,1,0,1,1]",2,74
"Exp1a",33,"probability",50,5,"[1,0,0,0,0,1,1,1]",3,82
"Exp1a",33,"probability",50,6,"[1,1,0,1,1,0,0,0]",3,46
"Exp1a",33,"probability",50,7,"[0,0,1,0,1,0,0,1]",1,58
"Exp1a",33,"probability",50,8,"[1,0,1,1,0,1,1,1]",3,40
"Exp1a",33,"probability",50,9,"[0,1,0,1,0,1,0,1]",1,70
"Exp1a",33,"probability",50,10,"[0,1,0,1,0,0,0,1]",1,48
"Exp1a",33,"probability",50,11,"[1,1,0,1,1,1,0,0]",2,55
"Exp1a",33,"probability",50,12,"[0,0,1,0,1,1,1,1]",4,70
"Exp1a",33,"probability",50,13,"[0,0,1,0,1,1,0,0]",2,39
"Exp1a",33,"probability",50,14,"[0,1,0,1,0,1,1,0]",1,59
"Exp1a",33,"probability",50,15,"[1,0,0,0,1,0,0,0]",3,79
"Exp1a",33,"probability",50,16,"[0,0,1,0,0,0,0,1]",1,26
"Exp1a",33,"probability",50,17,"[0,0,0,1,1,0,0,0]",3,63
"Exp1a",33,"probability",50,18,"[1,0,0,0,1,1,0,1]",1,38
"Exp1a",34,"probability",50,1,"[0,1,1,0,0,1,1,1]",3,9
"Exp1a",34,"probability",50,2,"[0,0,0,1,1,0,0,0]",3,9
"Exp1a",34,"probability",50,3,"[1,1,0,1,0,1,0,0]",2,49
"Exp1a",34,"probability",50,4,"[0,0,0,1,1,1,0,0]",2,50
"Exp1a",34,"probability",50,5,"[1,0,1,0,1,1,0,0]",2,49
"Exp1a",34,"probability",50,6,"[0,1,1,0,1,1,0,0]",2,50
"Exp1a",34,"probability",50,7,"[1,1,1,1,0,1,0,1]",1,51
"Exp1a",34,"probability",50,8,"[1,1,1,0,1,0,0,0]",3,51
"Exp1a",34,"probability",50,9,"[0,0,1,1,1,0,1,0]",1,50
"Exp1a",34,"probability",50,10,"[0,0,0,0,0,0,1,0]",1,50
"Exp1a",34,"probability",50,11,"[0,0,0,1,1,1,1,0]",1,50
"Exp1a",34,"probability",50,12,"[0,1,1,1,0,1,1,0]",1,50
"Exp1a",34,"probability",50,13,"[1,0,1,1,0,0,1,1]",2,51
"Exp1a",34,"probability",50,14,"[0,0,1,1,0,1,1,1]",3,49
"Exp1a",34,"probability",50,15,"[0,1,1,1,0,0,1,0]",1,50
"Exp1a",34,"probability",50,16,"[0,0,0,1,1,0,0,0]",3,50
"Exp1a",34,"probability",50,17,"[1,0,1,1,0,0,0,0]",4,50
"Exp1a",34,"probability",50,18,"[1,1,0,1,0,1,0,0]",2,49
"Exp1a",35,"probability",50,1,"[1,1,0,0,1,1,0,1]",1,35
"Exp1a",35,"probability",50,2,"[0,1,0,1,0,0,0,0]",4,17
"Exp1a",35,"probability",50,3,"[1,1,1,1,0,1,0,0]",2,72
"Exp1a",35,"probability",50,4,"[1,0,0,0,0,0,1,1]",2,55
"Exp1a",35,"probability",50,5,"[1,1,1,1,0,0,0,0]",4,53
"Exp1a",35,"probability",50,6,"[0,1,0,1,0,1,1,0]",1,50
"Exp1a",35,"probability",50,7,"[1,1,1,1,0,1,1,1]",3,22
"Exp1a",35,"probability",50,8,"[0,0,1,1,0,0,1,1]",2,48
"Exp1a",35,"probability",50,9,"[0,1,1,0,0,0,0,1]",1,60
"Exp1a",35,"probability",50,10,"[1,1,1,0,0,1,0,1]",1,58
"Exp1a",35,"probability",50,11,"[1,0,1,1,0,1,1,0]",1,59
"Exp1a",35,"probability",50,12,"[0,0,0,1,1,0,1,1]",2,48
"Exp1a",35,"probability",50,13,"[0,1,0,1,1,1,0,1]",1,41
"Exp1a",35,"probability",50,14,"[0,0,0,0,0,1,0,1]",1,72
"Exp1a",35,"probability",50,15,"[1,1,1,1,1,1,1,1]",8,15
"Exp1a",35,"probability",50,16,"[1,0,1,0,1,1,1,1]",4,27
"Exp1a",35,"probability",50,17,"[1,0,1,0,0,1,0,0]",2,34
"Exp1a",35,"probability",50,18,"[0,0,0,0,0,1,0,1]",1,60
"Exp1a",36,"probability",50,1,"[0,1,0,0,0,0,1,1]",2,50
"Exp1a",36,"probability",50,2,"[1,1,1,1,1,1,1,0]",1,51
"Exp1a",36,"probability",50,3,"[1,0,0,0,0,1,1,1]",3,49
"Exp1a",36,"probability",50,4,"[1,0,0,1,1,0,1,0]",1,51
"Exp1a",36,"probability",50,5,"[0,0,1,0,0,0,0,0]",5,50
"Exp1a",36,"probability",50,6,"[0,0,0,0,1,0,1,0]",1,50
"Exp1a",36,"probability",50,7,"[1,1,1,1,1,1,1,0]",1,52
"Exp1a",36,"probability",50,8,"[1,1,0,0,1,0,1,0]",1,51
"Exp1a",36,"probability",50,9,"[0,1,1,0,1,1,0,1]",1,48
"Exp1a",36,"probability",50,10,"[1,0,1,0,0,1,1,1]",3,48
"Exp1a",36,"probability",50,11,"[0,0,1,1,1,0,1,0]",1,51
"Exp1a",36,"probability",50,12,"[1,0,1,0,1,1,0,1]",1,49
"Exp1a",36,"probability",50,13,"[1,1,0,0,1,1,1,0]",1,52
"Exp1a",36,"probability",50,14,"[1,1,0,1,0,0,1,1]",2,49
"Exp1a",36,"probability",50,15,"[1,1,0,1,0,1,1,0]",1,51
"Exp1a",36,"probability",50,16,"[0,0,0,0,0,1,1,1]",3,49
"Exp1a",36,"probability",50,17,"[0,1,1,1,1,1,1,0]",1,52
"Exp1a",36,"probability",50,18,"[1,1,1,0,1,1,1,1]",4,48
"Exp1a",37,"probability",50,1,"[0,0,1,0,0,0,0,1]",1,26
"Exp1a",37,"probability",50,2,"[0,1,1,1,1,0,1,1]",2,75
"Exp1a",37,"probability",50,3,"[0,0,0,1,1,1,1,0]",1,50
"Exp1a",37,"probability",50,4,"[1,0,0,1,0,1,0,1]",1,49
"Exp1a",37,"probability",50,5,"[0,0,0,1,0,1,0,0]",2,75
"Exp1a",37,"probability",50,6,"[1,1,0,1,1,0,0,0]",3,52
"Exp1a",37,"probability",50,7,"[1,1,1,0,0,1,1,0]",1,51
"Exp1a",37,"probability",50,8,"[0,1,0,1,1,0,0,0]",3,42
"Exp1a",37,"probability",50,9,"[0,0,0,1,0,1,0,0]",2,26
"Exp1a",37,"probability",50,10,"[0,1,1,0,1,1,0,1]",1,35
"Exp1a",37,"probability",50,11,"[0,1,0,0,0,0,0,0]",6,16
"Exp1a",37,"probability",50,12,"[1,1,1,0,1,1,1,0]",1,92
"Exp1a",37,"probability",50,13,"[1,0,0,1,0,1,1,1]",3,41
"Exp1a",37,"probability",50,14,"[0,1,1,1,0,0,1,1]",2,40
"Exp1a",37,"probability",50,15,"[1,0,1,1,0,0,1,0]",1,51
"Exp1a",37,"probability",50,16,"[1,1,0,1,0,1,1,1]",3,22
"Exp1a",37,"probability",50,17,"[0,1,1,1,1,0,1,1]",2,22
"Exp1a",37,"probability",50,18,"[0,1,1,1,1,0,0,1]",1,33
"Exp1a",38,"probability",50,1,"[0,0,0,0,0,1,1,0]",1,50
"Exp1a",38,"probability",50,2,"[1,1,1,0,1,1,0,1]",1,50
"Exp1a",38,"probability",50,3,"[1,0,0,1,0,0,1,1]",2,51
"Exp1a",38,"probability",50,4,"[1,0,0,1,0,0,1,1]",2,50
"Exp1a",38,"probability",50,5,"[1,1,1,1,0,1,1,1]",3,50
"Exp1a",38,"probability",50,6,"[0,0,0,0,1,1,1,1]",4,50
"Exp1a",38,"probability",50,7,"[1,0,1,0,0,1,0,0]",2,50
"Exp1a",38,"probability",50,8,"[0,1,0,1,1,1,0,0]",2,50
"Exp1a",38,"probability",50,9,"[0,0,1,0,1,1,0,0]",2,50
"Exp1a",38,"probability",50,10,"[0,0,0,0,0,0,0,0]",8,50
"Exp1a",38,"probability",50,11,"[1,0,0,1,1,0,1,1]",2,50
"Exp1a",38,"probability",50,12,"[1,1,1,1,1,1,1,1]",8,49
"Exp1a",38,"probability",50,13,"[1,0,1,1,1,1,1,1]",6,50
"Exp1a",38,"probability",50,14,"[1,1,1,0,1,1,0,1]",1,50
"Exp1a",38,"probability",50,15,"[1,1,1,0,1,0,0,1]",1,50
"Exp1a",38,"probability",50,16,"[1,0,1,0,1,0,0,0]",3,51
"Exp1a",38,"probability",50,17,"[0,1,1,0,1,1,1,1]",4,50
"Exp1a",38,"probability",50,18,"[1,1,0,0,0,1,0,1]",1,50
"Exp1a",39,"probability",50,1,"[1,0,0,0,1,1,0,0]",2,51
"Exp1a",39,"probability",50,2,"[1,0,1,0,0,0,1,0]",1,48
"Exp1a",39,"probability",50,3,"[0,0,0,1,1,0,1,1]",2,50
"Exp1a",39,"probability",50,4,"[0,1,1,0,1,0,0,1]",1,50
"Exp1a",39,"probability",50,5,"[1,0,1,1,0,1,1,1]",3,50
"Exp1a",39,"probability",50,6,"[0,0,1,1,1,1,1,0]",1,51
"Exp1a",39,"probability",50,7,"[0,1,1,1,1,0,1,0]",1,50
"Exp1a",39,"probability",50,8,"[0,1,1,0,1,0,0,1]",1,52
"Exp1a",39,"probability",50,9,"[1,0,0,1,1,0,1,0]",1,50
"Exp1a",39,"probability",50,10,"[1,0,1,0,0,0,0,1]",1,52
"Exp1a",39,"probability",50,11,"[0,1,1,1,1,1,1,0]",1,51
"Exp1a",39,"probability",50,12,"[1,1,1,1,1,1,1,0]",1,50
"Exp1a",39,"probability",50,13,"[0,1,1,0,0,1,0,0]",2,50
"Exp1a",39,"probability",50,14,"[1,1,0,0,1,0,0,1]",1,49
